Unnamed: 0,review_id,pseudo_author_id,author_name,review_text,review_rating,review_likes,author_app_version,review_timestamp,raw_word_count,length_type,length_type2,tokens
2990896,e21b6ebf-4821-4944-b7cc-57dc4d6c8008,931902953612473995570,Na*********av,Very good app,1,0,,2023-03-03 05:12:33,3,Very short,Short,"['very', 'good', 'app']"
2522126,e44169d2-2821-47a4-a966-9dbd4b6abdec,327367632219015401502,Mi******le,I would give 5 star when all the artist will be available in India :/,5,0,8.6.82.1113,2021-12-06 16:25:07,15,Long,Long,"['i', 'would', 'give', '5', 'star', 'when', 'all', 'the', 'artist', 'will', 'be', 'available', 'in', 'india', ':', '/']"
3184932,12c34d9b-a093-4ff1-a4e0-f6b855ec5313,120123327944608217526,Ab*****oi,I hate this app i love 🇮🇳india,1,0,,2023-08-04 04:14:28,7,Medium,Long,"['i', 'hate', 'this', 'app', 'i', 'love', '[UNK]']"
3161154,880624a2-481e-4565-b275-a6ddba41e0ac,149477662474618891168,Sk*****sh,Kharap hain,1,0,,2023-07-16 05:41:12,2,Very short,Short,"['k', '##hara', '##p', 'hai', '##n']"
2008879,cd8283bf-484a-43ed-9fe5-61a732295bcf,171179050999650079084,Da*******************IV,Awesome,5,0,8.5.76.962,2020-09-23 05:14:12,1,Very short,Short,['awesome']
3021507,1f9c724b-ab94-45d2-8dea-83112f08c211,441571315832495410049,Sh********ll,The premium is Worth it,5,0,8.8.22.510,2023-04-06 23:50:19,5,Short,Short,"['the', 'premium', 'is', 'worth', 'it']"
3185931,749c5c19-ce4a-4009-a5ed-d05488ffc411,147181191327495557073,Ja******ns,"Great for the most part. The ads are annoying, but you can pay for premium and they don't have some obscure Japanese music I like, but besides that it's pretty good.",4,0,8.8.56.538,2023-08-05 02:15:24,31,Long,Long,"['great', 'for', 'the', 'most', 'part', '.', 'the', 'ads', 'are', 'annoying', ',', 'but', 'you', 'can', 'pay', 'for', 'premium', 'and', 'they', 'don', ""'"", 't', 'have', 'some', 'obscure', 'japanese', 'music', 'i', 'like', ',', 'but', 'besides', 'that', 'it', ""'"", 's', 'pretty', 'good', '.']"
2897460,09c40497-e7fe-4e0f-849b-1ce4f05dbd23,100983507191042135994,Ni*********is,"Awesome, can find any music and podcast that I want... Good work team.",5,0,8.7.82.94,2022-11-20 01:53:48,13,Long,Long,"['awesome', ',', 'can', 'find', 'any', 'music', 'and', 'podcast', 'that', 'i', 'want', '.', '.', '.', 'good', 'work', 'team', '.']"
3161628,1a346bee-2fee-48b9-800a-c9cd7bda8cb6,100402622659125982009,Sh*******li,Baycout,1,0,,2023-07-16 09:29:38,1,Very short,Short,"['bay', '##co', '##ut']"
2461685,4ea65c43-c6ff-406d-8b7e-51e461693f29,203816274496313565873,ly*********nt,LOVE LOVE LOVE,5,0,8.6.70.1102,2021-10-18 06:05:09,3,Very short,Short,"['love', 'love', 'love']"
2610166,8e6756ea-3eed-4d99-8101-ca516d3108c0,879129917254784320266,Ma**********ly,The best,5,0,8.7.4.1056,2022-02-14 15:44:16,2,Very short,Short,"['the', 'best']"
2533642,582645b8-3f7d-4482-9789-88c635af2199,175247259056266479177,Eb**********an,Da best mehn 🤙🤙,5,0,8.6.82.1113,2021-12-16 08:41:51,4,Short,Short,"['da', 'best', 'me', '##hn', '[UNK]']"
3103807,6eed96c1-fc50-4e68-b353-66cc4f6d5277,327608726713016786407,Ah******an,Useless useless,1,0,8.5.98.984,2023-07-05 11:46:01,2,Very short,Short,"['useless', 'useless']"
3044276,1b308a17-ea5e-4a8b-aae8-931bf2cbe2c0,182897031182453951962,sa**************li,Ito ay pinakamayasang pakingan lahat ng gusto kanta naririto ano pang hinihintay nyo spotify na,5,0,,2023-05-04 15:02:06,15,Long,Long,"['ito', 'a', '##y', 'pin', '##aka', '##may', '##asa', '##ng', 'pak', '##inga', '##n', 'la', '##hat', 'ng', 'gust', '##o', 'kant', '##a', 'na', '##ri', '##rito', 'an', '##o', 'pang', 'hi', '##ni', '##hin', '##ta', '##y', 'ny', '##o', 'spot', '##ify', 'na']"
1982721,fa234d62-a61d-4b79-a910-989b2090750d,283795220156688645085,Ba*********nd,It keeps adding music to my playlists and it won't let me listen to anything,1,0,8.5.62.904,2020-09-01 08:36:40,15,Long,Long,"['it', 'keeps', 'adding', 'music', 'to', 'my', 'play', '##lists', 'and', 'it', 'won', ""'"", 't', 'let', 'me', 'listen', 'to', 'anything']"
2318071,4e10b596-54b1-4e60-b6a8-5b9a792840a8,232158715106993138226,Pi********sh,Nice!!!,5,0,8.6.32.925,2021-06-12 15:43:00,1,Very short,Short,"['nice', '!', '!', '!']"
2037048,a55d39b3-df31-4d01-a116-ec7e2863280b,310071659692477540189,Pa***********ap,I love this app.😊,5,0,8.5.77.1043,2020-10-14 09:57:37,4,Short,Short,"['i', 'love', 'this', 'app', '.', '[UNK]']"
3362639,294170b9-3581-4cb4-9ae5-bb7e7cdd1e8e,973568252779774928371,El*****th,Soothing,5,0,8.8.78.587,2023-11-08 17:43:22,1,Very short,Short,['soothing']
2840799,f9fe98e4-5155-4f39-a845-fd6fa098bb9f,110470528138611857753,Ka**********hi,Best,1,0,8.7.58.461,2022-09-17 09:04:59,1,Very short,Short,['best']
2728926,2f644a7f-0984-4a48-ab30-4be4b65cd892,209752467906159246722,ge*************os,This apps is the best when it comes to music,5,0,8.7.30.1221,2022-05-29 00:00:34,10,Medium,Long,"['this', 'apps', 'is', 'the', 'best', 'when', 'it', 'comes', 'to', 'music']"
2592711,d199569d-acce-4054-9458-9c1a6fba35ed,255734792887946354044,Da*********ss,"Love this app, so easy to use and the discovery of other music and podcasts I would otherwise not be aware of is magic",5,0,8.6.98.900,2022-02-02 19:49:06,24,Long,Long,"['love', 'this', 'app', ',', 'so', 'easy', 'to', 'use', 'and', 'the', 'discovery', 'of', 'other', 'music', 'and', 'podcast', '##s', 'i', 'would', 'otherwise', 'not', 'be', 'aware', 'of', 'is', 'magic']"
2455026,deb124a0-eea1-4a24-8524-52b4eefc0813,274812167322377383854,Je******************th,What is this advertisements 🤦‍♂️,1,1,8.6.68.1225,2021-10-12 04:34:54,5,Short,Short,"['what', 'is', 'this', 'advertisements', '[UNK]']"
2503121,481e9975-cb64-482f-b2ba-605aae71e693,265943659737605884830,VI*************EY,Worst experience,1,0,8.6.16.1041,2021-11-23 11:43:39,2,Very short,Short,"['worst', 'experience']"
3071521,b91b244b-daa9-42e5-8625-e3040490b47a,160710876028960209553,At******gh,Worst apppp slalaal 10 bar registeration maang Chuka hai ek bhii bar na khulta hai totally bakwass,1,0,,2023-06-03 02:53:28,17,Long,Long,"['worst', 'app', '##pp', 'sl', '##ala', '##al', '10', 'bar', 'register', '##ation', 'ma', '##ang', 'chu', '##ka', 'hai', 'ek', 'b', '##hi', '##i', 'bar', 'na', 'k', '##hul', '##ta', 'hai', 'totally', 'ba', '##k', '##was', '##s']"
3349141,94ff938f-91b0-485c-8e89-fce43b2306f1,158909219492988023166,na*******bi,"the app was good, but too many ads. also, i can't see the lyrics, i've waited for days because i thought you're fixing something but until now i can't see the lyrics, it's annoying me so much. please fix this.",2,0,,2023-11-03 06:49:43,40,Long,Long,"['the', 'app', 'was', 'good', ',', 'but', 'too', 'many', 'ads', '.', 'also', ',', 'i', 'can', ""'"", 't', 'see', 'the', 'lyrics', ',', 'i', ""'"", 've', 'waited', 'for', 'days', 'because', 'i', 'thought', 'you', ""'"", 're', 'fixing', 'something', 'but', 'until', 'now', 'i', 'can', ""'"", 't', 'see', 'the', 'lyrics', ',', 'it', ""'"", 's', 'annoying', 'me', 'so', 'much', '.', 'please', 'fix', 'this', '.']"
2423921,b73bacf1-28ff-414d-b1d8-159c79d3512f,484877911569954053861,Je*****************ra,Great,5,0,8.6.60.1126,2021-09-16 00:18:12,1,Very short,Short,['great']
2188562,80d5d695-b201-4daf-bd32-1083e5eb377a,337246049568021696413,Sa******di,Thank you for Launching in Nepal. 🇳🇵जय नेपाल🇳🇵,5,0,,2021-02-26 02:49:24,8,Medium,Long,"['thank', 'you', 'for', 'launching', 'in', 'nepal', '.', '[UNK]', '[UNK]']"
2952809,587de244-15a3-43d8-a599-fd1a47746ca8,164662182630587409274,De***********ar,Good,5,0,8.8.0.347,2023-01-15 12:30:43,1,Very short,Short,['good']
1807205,db769e86-9d0d-4579-a389-63e4578b780c,324334528900628773176,A Google user,I like it,5,0,8.5.51.941,2020-04-01 10:36:33,3,Very short,Short,"['i', 'like', 'it']"
2442642,267979a8-e292-40fb-8687-8ca6088372dd,299725780529820743423,Tr*********do,"If I like the app, I'll raise the rating",5,1,8.6.64.1081,2021-10-01 01:20:12,9,Medium,Long,"['if', 'i', 'like', 'the', 'app', ',', 'i', ""'"", 'll', 'raise', 'the', 'rating']"
1664202,978ab442-d917-46fd-969a-34e353608ac3,251786081459037184375,A Google user,This app would've been the best music app if there weren't any suggested songs. The suggested songs they choose are the WORST and it's very annoying when they play more than the actual playlist. Another thing is when they add songs to your playlist and those songs are really bad too.,3,3,8.5.31.676,2019-11-15 04:49:31,51,Long,Long,"['this', 'app', 'would', ""'"", 've', 'been', 'the', 'best', 'music', 'app', 'if', 'there', 'weren', ""'"", 't', 'any', 'suggested', 'songs', '.', 'the', 'suggested', 'songs', 'they', 'choose', 'are', 'the', 'worst', 'and', 'it', ""'"", 's', 'very', 'annoying', 'when', 'they', 'play', 'more', 'than', 'the', 'actual', 'play', '##list', '.', 'another', 'thing', 'is', 'when', 'they', 'add', 'songs', 'to', 'your', 'play', '##list', 'and', 'those', 'songs', 'are', 'really', 'bad', 'too', '.']"
2866089,3fa8ed07-52c3-4e3e-bfff-cfdb4c5d83cf,293164038991496898740,Ro***************od,Recommended app to listen to your favourite music!!!♡♡,5,0,8.7.68.568,2022-10-15 15:25:45,8,Medium,Long,"['recommended', 'app', 'to', 'listen', 'to', 'your', 'favourite', 'music', '!', '!', '!', '[UNK]']"
1726600,2991ed71-42dc-40f5-908e-043d2606bef9,318475470929770258137,A Google user,For me its the best out.,5,0,8.5.36.747,2020-01-11 06:45:20,6,Short,Short,"['for', 'me', 'its', 'the', 'best', 'out', '.']"
2436841,6a8a4391-2ffb-4299-bc8f-a980578c7263,271982613829074424357,DE*****YT,Spotify is only ads no songs. don't waste your time & data guys I didn't not desire to give an one star,1,0,8.6.64.1081,2021-09-26 02:39:32,22,Long,Long,"['spot', '##ify', 'is', 'only', 'ads', 'no', 'songs', '.', 'don', ""'"", 't', 'waste', 'your', 'time', '&', 'data', 'guys', 'i', 'didn', ""'"", 't', 'not', 'desire', 'to', 'give', 'an', 'one', 'star']"
2892079,4d68639f-1203-4f06-b0e4-21a8c1950b24,302189303198547064494,No**********do,Very nice 👍🙂,5,0,8.7.78.373,2022-11-13 17:23:00,3,Very short,Short,"['very', 'nice', '[UNK]']"
3121826,17ed2ce0-48e0-4d40-a6fb-81eeddbc0310,975335522473649692681,Sh********ar,Hate this application👎,1,0,8.8.50.466,2023-07-07 17:55:16,3,Very short,Short,"['hate', 'this', '[UNK]']"
2725951,727f69d6-03c1-4e38-b035-dde9b6a24f86,169391409968799830865,Ad*************es,Good,4,0,8.7.10.1262,2022-05-26 08:16:34,1,Very short,Short,['good']
3311315,ce6d897d-09b0-467c-b5d2-cdfd0ca408ab,209147492090315801709,NE***********MA,Tffea,4,0,,2023-10-22 01:54:52,1,Very short,Short,"['t', '##ffe', '##a']"
2320741,7aac572f-6ef2-44af-bab9-681f7dc1eeb3,137892598792526797675,Mi***********er,Super great!,5,0,8.6.26.897,2021-06-15 02:20:26,2,Very short,Short,"['super', 'great', '!']"
2525020,697b800b-31d4-4d12-93c6-89e6202910a8,102982434038705264024,Ki**********er,Super all songs are given,5,0,8.6.84.1240,2021-12-09 04:16:40,5,Short,Short,"['super', 'all', 'songs', 'are', 'given']"
3375357,2723c06e-95fe-4010-9638-b1a95ad18974,784445975826188968228,K ********an,Very good app,5,0,8.8.82.634,2023-11-14 19:00:55,3,Very short,Short,"['very', 'good', 'app']"
2699355,9dedd2fd-ebc3-45ea-91f2-58f7948252b4,284538502211736797208,We************on,This app is so good,5,0,8.7.24.1111,2022-04-30 00:07:08,5,Short,Short,"['this', 'app', 'is', 'so', 'good']"
2154649,814525a9-0175-4f61-8231-47946ff5aad6,220151334563732230077,Ad*******in,Fabulous,5,0,8.5.94.839,2021-01-25 12:25:01,1,Very short,Short,['fabulous']
3278638,d87509e6-4f14-44be-a8e0-99e0e68e9e8c,808103634809173980647,Sh***am,i love this music player but i delete this because new update is worst no basic fature,1,0,8.8.76.667,2023-10-14 08:29:35,17,Long,Long,"['i', 'love', 'this', 'music', 'player', 'but', 'i', 'del', '##ete', 'this', 'because', 'new', 'update', 'is', 'worst', 'no', 'basic', 'fat', '##ure']"
2246939,7583e017-6132-4587-b51e-212650d7880b,317512967340068460625,Me*********ra,Nice,5,0,8.6.12.986,2021-04-14 00:24:51,1,Very short,Short,['nice']
1866210,e65fdcd7-5e35-4c7b-ad6b-aec2fdedf444,301631489551313442533,li************ns,"It has music between ADS!! Forcing us to buy their premium options. Well, sorry! This is hateful.",1,0,,2020-05-22 18:20:44,17,Long,Long,"['it', 'has', 'music', 'between', 'ads', '!', '!', 'forcing', 'us', 'to', 'buy', 'their', 'premium', 'options', '.', 'well', ',', 'sorry', '!', 'this', 'is', 'hate', '##ful', '.']"
3250802,3eaa92f4-63c7-444d-abd2-6608f845771e,325121767422992007350,Dr***********on,"Spotify now keeps playing songs I have not liked in my liked songs. I do not understand how they continually break this app. Can't even listen to what I want to when paying for it! There are alternative services that will give you your freedom of choice back, time to move! Update: I don't see the need ti contact customer service when the issue has already been described. You are welcome to forward the information to the customer service team.",1,12,8.8.74.652,2023-09-28 17:26:46,80,Long,Long,"['spot', '##ify', 'now', 'keeps', 'playing', 'songs', 'i', 'have', 'not', 'liked', 'in', 'my', 'liked', 'songs', '.', 'i', 'do', 'not', 'understand', 'how', 'they', 'continually', 'break', 'this', 'app', '.', 'can', ""'"", 't', 'even', 'listen', 'to', 'what', 'i', 'want', 'to', 'when', 'paying', 'for', 'it', '!', 'there', 'are', 'alternative', 'services', 'that', 'will', 'give', 'you', 'your', 'freedom', 'of', 'choice', 'back', ',', 'time', 'to', 'move', '!', 'update', ':', 'i', 'don', ""'"", 't', 'see', 'the', 'need', 'ti', 'contact', 'customer', 'service', 'when', 'the', 'issue', 'has', 'already', 'been', 'described', '.', 'you', 'are', 'welcome', 'to', 'forward', 'the', 'information', 'to', 'the', 'customer', 'service', 'team', '.']"
1796577,4442c49d-cfd5-4feb-9a69-971fb874e37c,136179302903058754133,A Google user,Now I think it has reduced mucic quality Please do something I like Spotify sooo much I Don't have any other music appp,5,0,8.5.49.973,2020-03-23 05:00:18,23,Long,Long,"['now', 'i', 'think', 'it', 'has', 'reduced', 'mu', '##cic', 'quality', 'please', 'do', 'something', 'i', 'like', 'spot', '##ify', 'soo', '##o', 'much', 'i', 'don', ""'"", 't', 'have', 'any', 'other', 'music', 'app', '##p']"
2752540,00b54eb9-3807-492f-975b-c04a3883516c,149547140092474916400,Ot************nd,Good,4,0,8.7.38.670,2022-06-21 00:19:03,1,Very short,Short,['good']
2730450,d87c203a-2bec-4daa-b1e6-5f08d1fa11e3,150872419427137544824,ta****am,So good can play the music all the time I want ☺️☺️,5,0,8.7.34.1312,2022-05-30 09:48:42,12,Long,Long,"['so', 'good', 'can', 'play', 'the', 'music', 'all', 'the', 'time', 'i', 'want', '[UNK]']"
1892773,06f87c3c-5a09-4bc6-ae29-e38cab3f978b,667255397847505772111,Ma***********ri,Deep,5,0,8.5.58.954,2020-06-14 08:55:32,1,Very short,Short,['deep']
2856957,1791a0b2-6de0-49d3-8065-7a7e5ab9e62d,159597861503591237734,Sa********je,Perfect🔥🔥,5,0,8.7.64.478,2022-10-05 07:04:06,1,Very short,Short,['[UNK]']
2245227,379ae1d8-ec03-45c1-9909-57aae7a72372,969839253546037539707,ha*******ir,Unbeievable collection...,5,0,8.6.16.1041,2021-04-12 13:31:28,2,Very short,Short,"['un', '##bei', '##eva', '##ble', 'collection', '.', '.', '.']"
2863997,8ea8bf29-f723-4d80-9ee2-e0e0781d88fd,272962508440851061506,g***D,Improve your shuffle for god's sake,1,0,,2022-10-13 08:43:49,6,Short,Short,"['improve', 'your', 'shuffle', 'for', 'god', ""'"", 's', 'sake']"
2026681,cb0619bc-741b-4ea9-be04-64a3a97be867,223259306363638945259,Na*********ey,Awesome,5,0,8.5.78.909,2020-10-06 15:41:15,1,Very short,Short,['awesome']
2529750,87a4fa3c-3cc5-4e9a-a807-ac20621c2f74,269881505009000141551,Ki******am,It just gets me,5,0,8.6.84.1240,2021-12-13 00:17:38,4,Short,Short,"['it', 'just', 'gets', 'me']"
3317303,852c6650-11e2-40d7-9599-948e00f7c909,707340679621201731912,Mᴜ*****ɪᴍ,Too mAny ads😐👎👎,1,0,8.8.80.599,2023-10-23 20:16:37,3,Very short,Short,"['too', 'many', '[UNK]']"
2723301,29c7ec2f-2a7c-47c5-a946-e756381acdc0,125455761509825765890,Mo*********in,Met all my expectations,5,0,8.7.30.1221,2022-05-23 13:39:06,4,Short,Short,"['met', 'all', 'my', 'expectations']"
2222022,cf6a6c43-69d9-4918-8ddf-a14a296148b6,766010326722654130450,Su********ph,"My app won't open ,would love to listen",5,0,8.6.10.581,2021-03-24 13:06:49,8,Medium,Long,"['my', 'app', 'won', ""'"", 't', 'open', ',', 'would', 'love', 'to', 'listen']"
2048196,3aa11ef0-bb14-4dae-a334-c79445020b77,847680603331488948993,Vi************an,Very very very very very very bad player,1,0,8.5.81.991,2020-10-23 13:07:56,8,Medium,Long,"['very', 'very', 'very', 'very', 'very', 'very', 'bad', 'player']"
3350551,51f86e82-1869-4b9e-aeab-30da39e9ce22,232438246883760669226,Vi********nu,Only subscription gives the basic features of a music app ..so this is a bad app ...please reset and unlock all features to normal user's too,1,0,8.8.80.599,2023-11-03 16:32:01,26,Long,Long,"['only', 'subscription', 'gives', 'the', 'basic', 'features', 'of', 'a', 'music', 'app', '.', '.', 'so', 'this', 'is', 'a', 'bad', 'app', '.', '.', '.', 'please', 'reset', 'and', 'unlock', 'all', 'features', 'to', 'normal', 'user', ""'"", 's', 'too']"
2878811,dc68240f-d42b-4cbb-8f8a-73825a2c19cb,369843687640200888781,Jo*******ts,"Why can't Spotify figure out how to shuffle? It seems like such a simple request, but the algorithm has me listening to the same 10 songs for all eternity",4,1,8.7.78.373,2022-10-29 21:36:55,29,Long,Long,"['why', 'can', ""'"", 't', 'spot', '##ify', 'figure', 'out', 'how', 'to', 'shuffle', '?', 'it', 'seems', 'like', 'such', 'a', 'simple', 'request', ',', 'but', 'the', 'algorithm', 'has', 'me', 'listening', 'to', 'the', 'same', '10', 'songs', 'for', 'all', 'eternity']"
2709660,e8b37528-dfa6-41b7-9869-00b831324a1f,454267543089219902054,An*** E,Love it app can outside anywhere,4,0,8.7.28.1217,2022-05-10 01:35:32,6,Short,Short,"['love', 'it', 'app', 'can', 'outside', 'anywhere']"
2774026,bd6cfbe6-eff9-4f63-a92c-9bdc7f205ca1,363712206047538507865,Aa********ed,Good,5,0,,2022-07-12 06:51:30,1,Very short,Short,['good']
1867312,7d93ce86-bb34-4224-941f-e10631bcfd38,231871163945691590669,Ch*********gh,Out is very good,5,0,8.5.56.1186,2020-05-23 15:36:55,4,Short,Short,"['out', 'is', 'very', 'good']"
2934285,3e33e50e-af21-43b6-b148-9358b400be6d,279548098453643608110,Sh*******iz,Good 🌃,5,0,,2022-12-25 11:46:49,2,Very short,Short,"['good', '[UNK]']"
2324790,eb8648b3-97a2-45d4-905d-9067947ce9a7,279669933588080956002,Je********ia,Amazing,5,0,8.6.26.897,2021-06-18 12:40:00,1,Very short,Short,['amazing']
2788560,71cde86b-6ee8-4360-815e-7c227d5c7fd6,691808553457921730713,Al*******es,"Mostly good but it uses a word that I don't want repeat to describe R&B and Hip-Hop in at least one playlist name. Edit: they've changed the name in the one I saw, but it's still in the image for the playlist Edit 2: Plus it's called ""Room 2"" – I can't find a ""Room 1""",4,0,8.7.48.1062,2022-07-25 13:32:32,56,Long,Long,"['mostly', 'good', 'but', 'it', 'uses', 'a', 'word', 'that', 'i', 'don', ""'"", 't', 'want', 'repeat', 'to', 'describe', 'r', '&', 'b', 'and', 'hip', '-', 'hop', 'in', 'at', 'least', 'one', 'play', '##list', 'name', '.', 'edit', ':', 'they', ""'"", 've', 'changed', 'the', 'name', 'in', 'the', 'one', 'i', 'saw', ',', 'but', 'it', ""'"", 's', 'still', 'in', 'the', 'image', 'for', 'the', 'play', '##list', 'edit', '2', ':', 'plus', 'it', ""'"", 's', 'called', '""', 'room', '2', '""', '–', 'i', 'can', ""'"", 't', 'find', 'a', '""', 'room', '1', '""']"
3154648,6bf18077-6e1f-4888-acac-066d7d176dfd,110947292969185638305,Sa********en,"After installing the last 2 updates, I am not able to sign in. My password is correct but it shows something went wrong always. My Internet is also working. I tried sign in through email link that also didn't work. Spotify always has been a great app, it's the first time this is happening.",1,0,8.8.52.458,2023-07-13 09:44:24,54,Long,Long,"['after', 'installing', 'the', 'last', '2', 'updates', ',', 'i', 'am', 'not', 'able', 'to', 'sign', 'in', '.', 'my', 'password', 'is', 'correct', 'but', 'it', 'shows', 'something', 'went', 'wrong', 'always', '.', 'my', 'internet', 'is', 'also', 'working', '.', 'i', 'tried', 'sign', 'in', 'through', 'email', 'link', 'that', 'also', 'didn', ""'"", 't', 'work', '.', 'spot', '##ify', 'always', 'has', 'been', 'a', 'great', 'app', ',', 'it', ""'"", 's', 'the', 'first', 'time', 'this', 'is', 'happening', '.']"
2283005,ee07a304-874f-4671-a29e-0f6eae884e8a,961062194752792190856,Ke*********or,"Galaxy S8, Android 9: after a while, after 30 minutes Spotify stops playing and it's needed to restart, and only after couple of minutes again and again. I have reinstalled it already. Any ideas?",4,1,8.6.26.897,2021-05-15 11:30:46,34,Long,Long,"['galaxy', 's', '##8', ',', 'android', '9', ':', 'after', 'a', 'while', ',', 'after', '30', 'minutes', 'spot', '##ify', 'stops', 'playing', 'and', 'it', ""'"", 's', 'needed', 'to', 'restart', ',', 'and', 'only', 'after', 'couple', 'of', 'minutes', 'again', 'and', 'again', '.', 'i', 'have', 'reins', '##tal', '##led', 'it', 'already', '.', 'any', 'ideas', '?']"
2520871,2de7b678-53f9-45dc-a221-b7023e4e5803,233768942670808521390,Ke**********ca,so good,5,0,8.6.84.1240,2021-12-05 16:16:28,2,Very short,Short,"['so', 'good']"
1947643,c45be91c-d7ff-4218-b80f-3a5c88107732,289986853803107735536,Cl********no,satisfied,5,0,,2020-07-31 23:31:33,1,Very short,Short,['satisfied']
2472456,0986eaf3-5ef2-40b5-9db2-a5b0b94ad6fe,212722249232397260085,pa*********da,Always great,5,0,8.6.72.1121,2021-10-28 04:13:12,2,Very short,Short,"['always', 'great']"
2657845,af380b60-0b24-4d68-ad7a-0b72792b5168,224352303891579855587,Si********or,I just can say it's awesome👍👏,5,0,,2022-03-26 19:59:20,6,Short,Short,"['i', 'just', 'can', 'say', 'it', ""'"", 's', '[UNK]']"
3309151,1dddd412-fd52-43ac-ab64-f44a86916fc9,292690157060022342722,Ra*******ar,Best app to listen ad,1,0,8.7.0.1147,2023-10-21 11:36:27,5,Short,Short,"['best', 'app', 'to', 'listen', 'ad']"
2064538,11db93d2-50fb-4c44-8a98-39960e1f3849,299420784110820467602,J****P,Large downloads suck. You actually get a 0.,1,0,8.5.78.909,2020-11-07 00:22:14,8,Medium,Long,"['large', 'downloads', 'suck', '.', 'you', 'actually', 'get', 'a', '0', '.']"
2689088,4e9e8ea7-0cbb-4a17-bc6c-635e3be333f2,271816550333310791287,Lu*******er,"Super glitchy on my S22, doesn't register that it's playing music so I cannot pause, skip, or play back songs.",1,0,8.7.22.1125,2022-04-20 23:15:00,20,Long,Long,"['super', 'g', '##lit', '##chy', 'on', 'my', 's', '##22', ',', 'doesn', ""'"", 't', 'register', 'that', 'it', ""'"", 's', 'playing', 'music', 'so', 'i', 'cannot', 'pause', ',', 'skip', ',', 'or', 'play', 'back', 'songs', '.']"
2136174,2b372d39-fcf0-4d77-95c4-51f6ab78247c,432078119180987958475,Di*********lf,The BEST app!,5,0,8.5.89.901,2021-01-07 16:21:09,3,Very short,Short,"['the', 'best', 'app', '!']"
2731867,1a5c9d62-2d33-45d6-8f16-b7f45b97e102,132597373895018604669,Cu**************on,"Bring the metal \m/,",5,0,8.7.34.1312,2022-05-31 14:56:30,4,Short,Short,"['bring', 'the', 'metal', '\\', 'm', '/', ',']"
1760627,83d10f01-976c-4206-aa34-7786e19169c2,190635999652828020915,A Google user,Always had what I wanted to listen to readily available,5,0,8.5.42.812,2020-02-15 05:08:42,10,Medium,Long,"['always', 'had', 'what', 'i', 'wanted', 'to', 'listen', 'to', 'readily', 'available']"
3052599,a21d38e8-6ed2-4d92-ae6a-7019a3f90bea,194798040575228318056,Ge********ly,¹¹⁸⁹⁹1¹11i⁸1,5,0,8.8.28.409,2023-05-14 09:40:14,1,Very short,Short,"['¹', '##¹', '##⁸', '##⁹', '##⁹', '##1', '##¹', '##11', '##i', '##⁸', '##1']"
2661788,044bf512-2996-4dee-96cc-64598d854993,302205493381453864246,Mr******al,Super app,5,0,8.7.16.1354,2022-03-30 16:43:09,2,Very short,Short,"['super', 'app']"
2459867,9194049a-7c8a-4064-bcff-49b80222d952,293221603252096495623,St****************ia,It is a very good app,5,0,,2021-10-16 15:23:45,6,Short,Short,"['it', 'is', 'a', 'very', 'good', 'app']"
1795065,65b1b9a7-57cd-46e9-ac25-d114d46dde35,595162178657699102440,A Google user,I love this app and all the music,5,0,8.5.49.973,2020-03-21 18:30:48,8,Medium,Long,"['i', 'love', 'this', 'app', 'and', 'all', 'the', 'music']"
2909180,da12d2b6-9d35-4d54-a628-ddbd49e345af,101812836065089289362,pu*******ao,Really good app but ads are annoying.,4,0,8.7.88.496,2022-12-01 15:01:34,7,Medium,Long,"['really', 'good', 'app', 'but', 'ads', 'are', 'annoying', '.']"
2898484,f91cc976-b129-45c3-8877-175c85cc31c7,162959562084161922996,Da********rn,"I have tey this app three times. Great selection of music and shows, but I find it hard to navigate. The realdeal killer is that the app tries to take over the phone and act erratically.",2,0,8.7.82.94,2022-11-21 04:23:11,36,Long,Long,"['i', 'have', 'te', '##y', 'this', 'app', 'three', 'times', '.', 'great', 'selection', 'of', 'music', 'and', 'shows', ',', 'but', 'i', 'find', 'it', 'hard', 'to', 'navigate', '.', 'the', 'real', '##de', '##al', 'killer', 'is', 'that', 'the', 'app', 'tries', 'to', 'take', 'over', 'the', 'phone', 'and', 'act', 'erratic', '##ally', '.']"
2788968,1c6155f9-b7c7-43e5-9e6d-b187ace9e141,827400579134983761090,C***l,"I love spotify, every song I look for Spotify has it.",5,0,8.7.48.1062,2022-07-25 22:09:36,11,Long,Long,"['i', 'love', 'spot', '##ify', ',', 'every', 'song', 'i', 'look', 'for', 'spot', '##ify', 'has', 'it', '.']"
2761431,30245c28-1fd0-4313-9717-c35698520e7e,235503464160983494363,He************rs,LOVE IT! Still to this day listen to it on the daily!,5,0,8.7.42.943,2022-06-29 20:54:49,12,Long,Long,"['love', 'it', '!', 'still', 'to', 'this', 'day', 'listen', 'to', 'it', 'on', 'the', 'daily', '!']"
2137027,a998ad27-0f3c-43eb-a0fe-fba9e205e0cb,564891520119628488977,ed****io,I'm enjoying your wonderful music,5,0,8.5.89.901,2021-01-08 12:59:37,5,Short,Short,"['i', ""'"", 'm', 'enjoying', 'your', 'wonderful', 'music']"
2819528,9695b36c-2e84-47d8-a2b9-cd95f8b80d59,339885844523004587259,Ha*********ar,Amazing app,2,0,,2022-08-25 06:36:41,2,Very short,Short,"['amazing', 'app']"
